GAME_ID,REAL_ID,INTERNAL NAME ,NAME          ,GENERATION,TYPE    ,CATEGORY,CONTEST  ,PP,POWER,ACCURACY,TARGET      ,PRIORITY,FLAGS      ,PRIMARY FUNCTION,FLAVOR TEXT                     ,EFFECT 1   ,VAL 1,EFFECT 2,VAL 2,CHANCE,EFFECT TARGET,EFFECT DESCRIPTION                                                                                                                           ,MOVE DESCRIPTION
224    ,       ,MEGAHORN      ,Megahorn      ,II        ,Bug     ,Physical,Cool     ,10,120  ,85%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
152    ,       ,CRABHAMMER    ,Crabhammer    ,I         ,Water   ,Physical,Tough    ,10,90   ,90%     ,ANY_ADJ     ,0       ,a b e f h  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
15     ,       ,CUT           ,Cut           ,I         ,Normal  ,Physical,Cool     ,30,50   ,95%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
75     ,       ,RAZOR_LEAF    ,Razor Leaf    ,I         ,Grass   ,Physical,Cool     ,25,55   ,95%     ,ALL_ADJ_FOE ,0       ,a b e f h  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
314    ,       ,AIR_CUTTER    ,Air Cutter    ,III       ,Flying  ,Special ,Cool     ,25,60   ,95%     ,ALL_ADJ_FOE ,0       ,b e f h    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
177    ,       ,AEROBLAST     ,Aeroblast     ,II        ,Flying  ,Special ,Cool     ,5 ,100  ,95%     ,ANY         ,0       ,b e f h    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
64     ,       ,PECK          ,Peck          ,I         ,Flying  ,Physical,Cool     ,35,35   ,100%    ,ANY         ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
183    ,       ,MACH_PUNCH    ,Mach Punch    ,II        ,Fighting,Physical,Cool     ,30,40   ,100%    ,ANY_ADJ     ,1       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,User attacks first.                                                                                                                          ,
16     ,       ,GUST          ,Gust*         ,I         ,Flying  ,Special ,Clever   ,35,40   ,100%    ,ANY         ,0       ,b e f kk   ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Hits Pokémon using Fly/Bounce with double power.                                                                                             ,
17     ,       ,WING_ATTACK   ,Wing Attack   ,I         ,Flying  ,Physical,Cool     ,35,40   ,100%    ,ANY         ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
22     ,       ,VINE_WHIP     ,Vine Whip     ,I         ,Grass   ,Physical,Cool     ,20,40   ,100%    ,ANY_ADJ     ,0       ,b e f      ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
1      ,       ,POUND         ,Pound         ,I         ,Normal  ,Physical,Tough    ,35,40   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
98     ,       ,QUICK_ATTACK  ,Quick Attack  ,I         ,Normal  ,Physical,Cool     ,30,40   ,100%    ,ANY_ADJ     ,1       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,User attacks first.                                                                                                                          ,
10     ,       ,SCRATCH       ,Scratch       ,I         ,Normal  ,Physical,Tough    ,35,40   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
55     ,       ,WATER_GUN     ,Water Gun     ,I         ,Water   ,Special ,Cute     ,25,40   ,100%    ,ANY_ADJ     ,0       ,b e f      ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
2      ,       ,KARATE_CHOP   ,Karate Chop*  ,I         ,Fighting,Physical,Tough    ,25,50   ,100%    ,ANY_ADJ     ,0       ,a b e f h  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
11     ,       ,VICE_GRIP     ,Vice Grip     ,I         ,Normal  ,Physical,Tough    ,30,55   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
30     ,       ,HORN_ATTACK   ,Horn Attack   ,I         ,Normal  ,Physical,Cool     ,25,65   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
163    ,       ,SLASH         ,Slash         ,I         ,Normal  ,Physical,Cool     ,20,70   ,100%    ,ANY_ADJ     ,0       ,a b e f h  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
337    ,       ,DRAGON_CLAW   ,Dragon Claw   ,III       ,Dragon  ,Physical,Cool     ,15,80   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
65     ,       ,DRILL_PECK    ,Drill Peck    ,I         ,Flying  ,Physical,Cool     ,20,80   ,100%    ,ANY         ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
245    ,       ,EXTREME_SPEED ,Extreme Speed ,II        ,Normal  ,Physical,Cool     ,5 ,80   ,100%    ,ANY_ADJ     ,1       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,User attacks first.                                                                                                                          ,
70     ,       ,STRENGTH      ,Strength      ,I         ,Normal  ,Physical,Tough    ,15,80   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
348    ,       ,LEAF_BLADE    ,Leaf Blade    ,III       ,Grass   ,Physical,Cool     ,15,90   ,100%    ,ANY_ADJ     ,0       ,a b e f h  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,High critical hit ratio.                                                                                                                     ,
304    ,       ,HYPER_VOICE   ,Hyper Voice   ,III       ,Normal  ,Special ,Cool     ,10,90   ,100%    ,ALL_ADJ_FOE ,0       ,b e        ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
57     ,       ,SURF          ,Surf          ,I         ,Water   ,Special ,Beautiful,15,90   ,100%    ,ALL_ADJ     ,0       ,b e f m    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Can hit underwater opponents.                                                                                                                ,
89     ,       ,EARTHQUAKE    ,Earthquake    ,I         ,Ground  ,Physical,Tough    ,10,100  ,100%    ,ALL_ADJ     ,0       ,b e f ll   ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Power is doubled if opponent is underground from using Dig.                                                                                  ,
33     ,       ,TACKLE        ,Tackle        ,I         ,Normal  ,Physical,Tough    ,35,40   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
88     ,       ,ROCK_THROW    ,Rock Throw    ,I         ,Rock    ,Physical,Tough    ,15,50   ,90%     ,ANY_ADJ     ,0       ,b e f      ,attack          ,                                ,           ,     ,        ,     ,      ,             ,                                                                                                                                             ,
263    ,       ,FACADE        ,Facade        ,III       ,Normal  ,Physical,Cute     ,20,70   ,100%    ,ANY_ADJ     ,0       ,a b e -22  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,"Power doubles if user is burned, poisoned, or paralyzed."                                                                                   ,
162    ,       ,SUPER_FANG    ,Super Fang    ,I         ,Normal  ,Physical,Tough    ,10,—    ,90%     ,ANY_ADJ     ,0       ,a b e      ,attack          ,                                ,hpp        ,-50  ,        ,     ,      ,target       ,Always takes off half of the opponent's HP.                                                                                                  ,
327    ,       ,SKY_UPPERCUT  ,Sky Uppercut  ,III       ,Fighting,Physical,Cool     ,15,85   ,90%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Hits the opponent even when they're in the sky.                                                                                              ,
161    ,       ,TRI_ATTACK    ,Tri Attack    ,I         ,Normal  ,Special ,Beautiful,10,80   ,100%    ,ANY_ADJ     ,0       ,b e        ,attack          ,                                ,nvts       ,28   ,        ,     ,0.2   ,target       ,"May paralyze, burn or freeze opponent."                                                                                                     ,
83     ,       ,FIRE_SPIN     ,Fire Spin     ,I         ,Fire    ,Special ,Beautiful,15,30   ,80%     ,ANY_ADJ     ,0       ,b e f      ,attack          ,                                ,bind       ,     ,        ,     ,      ,target       ,"Traps opponent, damaging them for 4-5 turns."                                                                                               ,
328    ,       ,SAND_TOMB     ,Sand Tomb     ,III       ,Ground  ,Physical,Clever   ,15,30   ,80%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,bind       ,     ,        ,     ,      ,target       ,"Traps opponent, damaging them for 4-5 turns."                                                                                               ,
250    ,       ,WHIRLPOOL     ,Whirlpool     ,II        ,Water   ,Special ,Beautiful,15,30   ,80%     ,ANY_ADJ     ,0       ,b e f m    ,attack          ,                                ,bind       ,     ,        ,     ,      ,target       ,"Traps opponent, damaging them for 4-5 turns. Can hurt underwater opponents."                                                                ,
20     ,       ,BIND          ,Bind          ,I         ,Normal  ,Physical,Tough    ,20,15   ,85%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,bind       ,     ,        ,     ,      ,target       ,"Traps opponent, damaging them for 4-5 turns."                                                                                               ,
128    ,       ,CLAMP         ,Clamp         ,I         ,Water   ,Physical,Tough    ,10,35   ,85%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,bind       ,     ,        ,     ,      ,target       ,"Traps opponent, damaging them for 4-5 turns."                                                                                               ,
35     ,       ,WRAP          ,Wrap          ,I         ,Normal  ,Physical,Tough    ,20,15   ,85%     ,ANY_ADJ     ,0       ,a b e f    ,attack          ,                                ,bind       ,     ,        ,     ,      ,target       ,"Traps opponent, damaging them for 4-5 turns."                                                                                               ,
185    ,       ,FEINT_ATTACK  ,Feint Attack  ,II        ,Dark    ,Physical,Clever   ,20,60   ,—       ,ANY_ADJ     ,0       ,a b e f p  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness.                                                                                                            ,
351    ,       ,SHOCK_WAVE    ,Shock Wave    ,III       ,Electric,Special ,Cool     ,20,60   ,—       ,ANY_ADJ     ,0       ,b e f p    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness.                                                                                                            ,
332    ,       ,AERIAL_ACE    ,Aerial Ace    ,III       ,Flying  ,Physical,Cool     ,20,60   ,—       ,ANY         ,0       ,a b d e f p,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness.                                                                                                            ,
325    ,       ,SHADOW_PUNCH  ,Shadow Punch  ,III       ,Ghost   ,Physical,Clever   ,20,60   ,—       ,ANY_ADJ     ,0       ,a b e f p  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness.                                                                                                            ,
345    ,       ,MAGICAL_LEAF  ,Magical Leaf  ,III       ,Grass   ,Special ,Beautiful,20,60   ,—       ,ANY_ADJ     ,0       ,b e f p    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness.                                                                                                            ,
129    ,       ,SWIFT         ,Swift         ,I         ,Normal  ,Special ,Cool     ,20,60   ,—       ,ALL_ADJ_FOE ,0       ,b e f p    ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness.                                                                                                            ,
233    ,       ,VITAL_THROW   ,Vital Throw   ,II        ,Fighting,Physical,Cool     ,10,70   ,—       ,ANY_ADJ     ,-1      ,a b e f p  ,attack          ,                                ,           ,     ,        ,     ,      ,             ,Ignores Accuracy and Evasiveness. User attacks last.                                                                                         ,
32     ,       ,HORN_DRILL    ,Horn Drill    ,I         ,Normal  ,Physical,Cool     ,5 ,—    ,30%     ,ANY_ADJ     ,0       ,a b e      ,ohko            ,                                ,           ,     ,        ,     ,      ,             ,"One-Hit-KO, if it hits."                                                                                                                    ,
37     ,       ,THRASH        ,Thrash        ,I         ,Normal  ,Physical,Tough    ,5 ,120  ,100%    ,USER        ,0       ,a b e f    ,thrash          ,                                ,           ,     ,        ,     ,      ,             ,User attacks for 2-3 turns but then becomes confused.                                                                                        ,
46     ,       ,ROAR          ,Roar          ,I         ,Normal  ,Status  ,Cool     ,20,—    ,—       ,ANY_ADJ     ,-6      ,b c e i    ,roar            ,                                ,           ,     ,        ,     ,      ,             ,"In battles, the opponent switches. In the wild, the Pokémon runs."                                                                          ,
49     ,       ,SONIC_BOOM    ,Sonic Boom    ,I         ,Normal  ,Special ,Cool     ,15,35   ,90%     ,ANY_ADJ     ,0       ,b e f      ,raw_attack      ,                                ,           ,     ,        ,     ,      ,             ,Always inflicts 35 HP in damage.                                                                                                             ,
50     ,       ,DISABLE       ,Disable       ,I         ,Normal  ,Status  ,Clever   ,20,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,disable         ,                                ,           ,     ,        ,     ,      ,             ,Opponent can't use its last attack for a few turns.                                                                                          ,
54     ,       ,MIST          ,Mist          ,I         ,Ice     ,Status  ,Beautiful,30,—    ,—       ,ANY_ALLY    ,0       ,d          ,mist            ,                                ,           ,     ,        ,     ,      ,             ,User's stats cannot be changed for a period of time.                                                                                         ,
63     ,       ,HYPER_BEAM    ,Hyper Beam    ,I         ,Normal  ,Special ,Cool     ,5 ,150  ,90%     ,ANY_ADJ     ,0       ,b e f      ,recharge        ,                                ,           ,     ,        ,     ,      ,             ,User must recharge next turn.                                                                                                                ,
67     ,       ,LOW_KICK      ,Low Kick      ,I         ,Fighting,Physical,Tough    ,20,—    ,90%     ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,fell       ,     ,        ,     ,      ,             ,Power increases with opponent's weight.                                                                                                      ,
68     ,       ,COUNTER       ,Counter       ,I         ,Fighting,Physical,Tough    ,20,—    ,100%    ,USER        ,-5      ,a b        ,counter         ,                                ,physical   ,     ,        ,     ,      ,             ,"When hit by a Physical Attack, user strikes back with 2x power."                                                                            ,
69     ,       ,SEISMIC_TOSS  ,Seismic Toss  ,I         ,Fighting,Physical,Tough    ,20,—    ,100%    ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,level      ,     ,        ,     ,      ,             ,Inflicts damage equal to user's level.                                                                                                       ,
71     ,       ,ABSORB        ,Absorb        ,I         ,Grass   ,Special ,Clever   ,25,20   ,100%    ,ANY_ADJ     ,0       ,b e        ,absorb          ,                                ,           ,     ,        ,     ,      ,             ,User recovers half the HP inflicted on opponent.                                                                                             ,
72     ,       ,MEGA_DRAIN    ,Mega Drain    ,I         ,Grass   ,Special ,Clever   ,15,40   ,100%    ,ANY_ADJ     ,0       ,b e        ,absorb          ,                                ,           ,     ,        ,     ,      ,             ,User recovers half the HP inflicted on opponent.                                                                                             ,
73     ,       ,LEECH_SEED    ,Leech Seed    ,I         ,Grass   ,Status  ,Clever   ,10,—    ,90%     ,ANY_ADJ     ,0       ,b c e      ,leech_seed      ,                                ,           ,     ,        ,     ,      ,             ,User steals HP from opponent each turn.                                                                                                      ,
76     ,       ,SOLAR_BEAM    ,Solar Beam    ,I         ,Grass   ,Special ,Cool     ,10,120  ,100%    ,ANY_ADJ     ,0       ,b e f      ,prime           ,is gathering sunlight!          ,           ,     ,        ,     ,      ,             ,"Charges on first turn, attacks on second."                                                                                                  ,
80     ,       ,PETAL_DANCE   ,Petal Dance   ,I         ,Grass   ,Special ,Beautiful,5 ,120  ,100%    ,USER        ,0       ,a b e f    ,thrash          ,                                ,           ,     ,        ,     ,      ,             ,User attacks for 2-3 turns but then becomes confused.                                                                                        ,
82     ,       ,DRAGON_RAGE   ,Dragon Rage   ,I         ,Dragon  ,Special ,Cool     ,5 ,70   ,100%    ,ANY_ADJ     ,0       ,b e f      ,raw_attack      ,                                ,           ,     ,        ,     ,      ,             ,Always inflicts 70 HP in damage.                                                                                                             ,
90     ,       ,FISSURE       ,Fissure       ,I         ,Ground  ,Physical,Tough    ,5 ,—    ,30%     ,ANY_ADJ     ,0       ,b e l      ,ohko            ,                                ,           ,     ,        ,     ,      ,             ,"One-Hit-KO, if it hits. Can hit underground opponents."                                                                                     ,
91     ,       ,DIG           ,Dig           ,I         ,Ground  ,Physical,Tough    ,10,90   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,prime           ,                                ,sinv       ,1    ,        ,     ,      ,             ,"Digs underground on first turn, attacks on second. Can also escape from caves."                                                             ,
99     ,       ,RAGE          ,Rage          ,I         ,Normal  ,Physical,Tough    ,20,20   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,rage            ,                                ,           ,     ,        ,     ,      ,             ,Raises user's Attack when hit.                                                                                                               ,
100    ,       ,TELEPORT      ,Teleport      ,I         ,Psychic ,Status  ,Cool     ,20,—    ,—       ,USER        ,0       ,b          ,flee            ,                                ,           ,     ,        ,     ,      ,             ,Allows user to flee wild battles.                                                                                                            ,
101    ,       ,NIGHT_SHADE   ,Night Shade   ,I         ,Ghost   ,Special ,Clever   ,15,—    ,100%    ,ANY_ADJ     ,0       ,b e f      ,power           ,                                ,level      ,     ,        ,     ,      ,             ,Inflicts damage equal to user's level.                                                                                                       ,
102    ,       ,MIMIC         ,Mimic         ,I         ,Normal  ,Status  ,Cute     ,10,—    ,100%    ,ANY_ADJ     ,0       ,b          ,mimic           ,                                ,           ,     ,        ,     ,      ,             ,Copies the opponent's last move.                                                                                                             ,
113    ,       ,LIGHT_SCREEN  ,Light Screen  ,I         ,Psychic ,Status  ,Beautiful,30,—    ,—       ,ALL_ALLY    ,0       ,d          ,reflect         ,                                ,special    ,     ,        ,     ,      ,             ,Halves damage from Special attacks for 5 turns.                                                                                              ,
114    ,       ,HAZE          ,Haze          ,I         ,Ice     ,Status  ,Beautiful,30,—    ,—       ,ALL         ,0       ,           ,haze            ,                                ,           ,     ,        ,     ,      ,             ,Resets all stat changes.                                                                                                                     ,
115    ,       ,REFLECT       ,Reflect       ,I         ,Psychic ,Status  ,Clever   ,20,—    ,—       ,ANY_ALLY    ,0       ,d          ,reflect         ,                                ,physical   ,     ,        ,     ,      ,             ,Halves damage from Physical attacks for 5 turns.                                                                                             ,
117    ,       ,BIDE          ,Bide          ,I         ,Normal  ,Physical,Tough    ,10,—    ,100%    ,USER        ,0       ,a b f      ,bide            ,                                ,           ,     ,        ,     ,      ,             ,User takes damage for two turns then strikes back double.                                                                                    ,
118    ,       ,METRONOME     ,Metronome     ,I         ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,           ,randmove        ,                                ,metronome  ,     ,        ,     ,      ,             ,User performs any move in the game at random.                                                                                                ,
119    ,       ,MIRROR_MOVE   ,Mirror Move   ,I         ,Flying  ,Status  ,Clever   ,20,—    ,—       ,ANY_ADJ     ,0       ,           ,randmove        ,                                ,mirror     ,     ,        ,     ,      ,             ,User performs the opponent's last move.                                                                                                      ,
120    ,       ,SELF_DESTRUCT ,Self-Destruct ,I         ,Normal  ,Physical,Beautiful,5 ,200  ,100%    ,ALL_ADJ     ,0       ,b e f      ,faint           ,                                ,           ,     ,        ,     ,      ,             ,User faints.                                                                                                                                 ,
130    ,       ,SKULL_BASH    ,Skull Bash    ,I         ,Normal  ,Physical,Tough    ,15,100  ,100%    ,ANY_ADJ     ,0       ,a b e f    ,prime           ,                                ,def        ,1    ,        ,     ,1     ,user         ,"Raises Defense on first turn, attacks on second."                                                                                           ,
136    ,       ,HIGH_JUMP_KICK,High Jump Kick,I         ,Fighting,Physical,Cool     ,10,120  ,90%     ,ANY_ADJ     ,0       ,a b e f    ,jump_kick       ,                                ,           ,     ,        ,     ,      ,             ,"If it misses, the user crashes and loses HP equal to 1/2 the damage of the attack."                                                         ,
138    ,       ,DREAM_EATER   ,Dream Eater   ,I         ,Psychic ,Special ,Clever   ,15,100  ,100%    ,ANY_ADJ     ,0       ,b e o      ,absorb          ,                                ,           ,     ,        ,     ,      ,             ,User recovers half the HP inflicted on a sleeping opponent.                                                                                  ,
141    ,       ,LEECH_LIFE    ,Leech Life    ,I         ,Bug     ,Physical,Clever   ,15,20   ,100%    ,ANY_ADJ     ,0       ,a b e      ,absorb          ,                                ,           ,     ,        ,     ,      ,             ,User recovers half the HP inflicted on opponent.                                                                                             ,
143    ,       ,SKY_ATTACK    ,Sky Attack    ,I         ,Flying  ,Physical,Cool     ,5 ,140  ,90%     ,ANY         ,0       ,a b e f    ,prime           ,became cloaked in a harsh light!,flinch     ,     ,        ,     ,0.3   ,target       ,"Charges on first turn, attacks on second. May cause flinching."                                                                             ,
144    ,       ,TRANSFORM     ,Transform     ,I         ,Normal  ,Status  ,Clever   ,10,—    ,—       ,ANY_ADJ     ,0       ,           ,transform       ,                                ,           ,     ,        ,     ,      ,             ,User takes on the form and attacks of the opponent.                                                                                          ,
149    ,       ,PSYWAVE       ,Psywave       ,I         ,Psychic ,Special ,Clever   ,15,—    ,100%    ,ANY_ADJ     ,0       ,b e f      ,focus_energy    ,                                ,           ,     ,        ,     ,      ,             ,Inflicts damage 50-150% of user's level.                                                                                                     ,
153    ,       ,EXPLOSION     ,Explosion     ,I         ,Normal  ,Physical,Beautiful,5 ,250  ,100%    ,ALL_ADJ     ,0       ,b e f      ,faint           ,                                ,           ,     ,        ,     ,      ,             ,User faints.                                                                                                                                 ,
160    ,       ,CONVERSION    ,Conversion    ,I         ,Normal  ,Status  ,Beautiful,30,—    ,—       ,USER        ,0       ,d          ,conversion      ,                                ,           ,     ,        ,     ,      ,             ,Changes user's type to that of its first move.                                                                                               ,
164    ,       ,SUBSTITUTE    ,Substitute    ,I         ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,substitute      ,                                ,           ,     ,        ,     ,      ,             ,Uses HP to creates a decoy that takes hits.                                                                                                  ,
166    ,       ,SKETCH        ,Sketch        ,II        ,Normal  ,Status  ,Clever   ,1 ,—    ,—       ,ANY_ADJ     ,0       ,           ,sketch          ,                                ,           ,     ,        ,     ,      ,             ,Permanently copies the opponent's last move.                                                                                                 ,
167    ,       ,TRIPLE_KICK   ,Triple Kick   ,II        ,Fighting,Physical,Cool     ,10,15   ,90%     ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,hits       ,3    ,tk      ,     ,      ,             ,Hits thrice in one turn at increasing power.                                                                                                 ,
170    ,       ,MIND_READER   ,Mind Reader   ,II        ,Normal  ,Status  ,Clever   ,5 ,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,lockon          ,                                ,           ,     ,        ,     ,      ,             ,User's next attack is guaranteed to hit.                                                                                                     ,
171    ,       ,NIGHTMARE     ,Nightmare     ,II        ,Ghost   ,Status  ,Clever   ,15,—    ,100%    ,ANY_ADJ     ,0       ,b e o      ,nightmare       ,                                ,           ,     ,        ,     ,      ,             ,The sleeping opponent loses 25% of its max HP each turn.                                                                                     ,
174    ,       ,CURSE         ,Curse*        ,II        ,Ghost   ,Status  ,Tough    ,10,—    ,—       ,USER        ,0       ,           ,curse           ,                                ,           ,     ,        ,     ,      ,             ,"Ghosts lose 50% of max HP and curse the opponent; Non-Ghosts raise Attack, Defense and lower Speed."                                        ,
175    ,       ,FLAIL         ,Flail         ,II        ,Normal  ,Physical,Cute     ,15,—    ,100%    ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,flail      ,     ,        ,     ,      ,             ,Power increases with user's missing HP.                                                                                                      ,
176    ,       ,CONVERSION_2  ,Conversion 2  ,II        ,Normal  ,Status  ,Beautiful,30,—    ,100%    ,ANY_ADJ     ,0       ,           ,conversion_2    ,                                ,           ,     ,        ,     ,      ,             ,Changes user's type to become resistant to opponent's last move.                                                                             ,
179    ,       ,REVERSAL      ,Reversal      ,II        ,Fighting,Physical,Cool     ,15,—    ,100%    ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,flail      ,     ,        ,     ,      ,             ,Power increases with user's missing HP.                                                                                                      ,
180    ,       ,SPITE         ,Spite         ,II        ,Ghost   ,Status  ,Tough    ,10,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,spite           ,                                ,           ,     ,        ,     ,      ,             ,The opponent's last move loses 2-5 PP.                                                                                                       ,
182    ,       ,PROTECT       ,Protect       ,II        ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,3       ,           ,protect         ,                                ,           ,     ,        ,     ,      ,             ,User is not affected by opponent's move.                                                                                                     ,
193    ,       ,FORESIGHT     ,Foresight     ,II        ,Normal  ,Status  ,Clever   ,40,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,identify        ,                                ,           ,     ,        ,     ,      ,             ,"Resets opponent's Evasiveness, Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal."                ,
194    ,       ,DESTINY_BOND  ,Destiny Bond  ,II        ,Ghost   ,Status  ,Clever   ,5 ,—    ,—       ,USER        ,0       ,           ,destiny_bond    ,                                ,           ,     ,        ,     ,      ,             ,"If the user faints, the opponent also faints."                                                                                              ,
195    ,       ,PERISH_SONG   ,Perish Song   ,II        ,Normal  ,Status  ,Beautiful,5 ,—    ,—       ,ALL         ,0       ,i          ,perish          ,                                ,           ,     ,        ,     ,      ,             ,Any Pokémon in play when this attack is used faints in 3 turns.                                                                              ,
197    ,       ,DETECT        ,Detect        ,II        ,Fighting,Status  ,Cool     ,5 ,—    ,—       ,USER        ,3       ,           ,protect         ,                                ,           ,     ,        ,     ,      ,             ,User is not affected by opponent's move.                                                                                                     ,
199    ,       ,LOCK_ON       ,Lock-On       ,II        ,Normal  ,Status  ,Clever   ,5 ,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,lockon          ,                                ,           ,     ,        ,     ,      ,             ,User's next attack is guaranteed to hit.                                                                                                     ,
41     ,       ,TWINEEDLE     ,Twineedle     ,I         ,Bug     ,Physical,Cool     ,20,25   ,100%    ,ANY_ADJ     ,0       ,b e        ,multistrike     ,                                ,hits       ,2    ,poison  ,1    ,0.2   ,target       ,Hits twice in one turn. May poison opponent.                                                                                                 ,
155    ,       ,BONEMERANG    ,Bonemerang    ,I         ,Ground  ,Physical,Tough    ,10,50   ,90%     ,ANY_ADJ     ,0       ,b e f      ,multistrike     ,                                ,hits       ,2    ,        ,     ,      ,             ,Hits twice in one turn.                                                                                                                      ,
24     ,       ,DOUBLE_KICK   ,Double Kick   ,I         ,Fighting,Physical,Cool     ,30,30   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,hits       ,2    ,        ,     ,      ,             ,Hits twice in one turn.                                                                                                                      ,
154    ,       ,FURY_SWIPES   ,Fury Swipes   ,I         ,Normal  ,Physical,Tough    ,15,18   ,80%     ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
140    ,       ,BARRAGE       ,Barrage       ,I         ,Normal  ,Physical,Cute     ,20,15   ,85%     ,ANY_ADJ     ,0       ,a b d e f  ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
3      ,       ,DOUBLE_SLAP   ,Double Slap   ,I         ,Normal  ,Physical,Cute     ,10,15   ,85%     ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
